,name_only,address_only,img_urls,img_files
11,Starbucks Reserve,1585 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Starbucks_1585_Broadway_1_DannyPerez.jpg?itok=OlsFMfYi,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks1585broadway1dannyperez.jpg
0,Starlite Deli,212 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Starlite-Deli-interior.jpg?itok=t5pc0DXz,sitesdefaultfilesstyleslocationteaserpublicdiningstarlitedeliinterior.jpg
1,SuperNova Bar & Lounge,226 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SuperNova_Terrace.JPG?itok=3QVjga79,sitesdefaultfilesstyleslocationteaserpublicdiningsupernovaterrace.jpg
2,Sushi Lab,132 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SushiLab_1.jpg?itok=qMNfJFvJ,sitesdefaultfilesstyleslocationteaserpublicdiningsushilab1.jpg
3,Sushi of Gari 46 Restaurant,347 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Sushi_of_Gari_46_1_DannyPerez.jpg?itok=F4m7qxVM,sitesdefaultfilesstyleslocationteaserpublicdiningsushiofgari461dannyperez.jpg
4,Sushi Seki Times Square,365 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SushiSeki_2.jpg?itok=0OTLvP69,sitesdefaultfilesstyleslocationteaserpublicdiningsushiseki2.jpg
5,Swing 46 Jazz and Supper Club,349 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Swing46JazzandSupperClub_349W46thSt.jpg?itok=qs70nfQn,sitesdefaultfilesstyleslocationteaserpublicdiningswing46jazzandsupperclub349w46thst.jpg
6,T.S.Q. Food Court,163 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_TSQ_Food_Court_1_DannyPerez.jpg?itok=k06u36aL,sitesdefaultfilesstyleslocationteaserpublicdiningtsqfoodcourt1dannyperez.jpg
7,T45 Restaurant (inside Hyatt Centric Times Square),135 W 45th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_T45_Restaurant_At_The_Hyatt_Centric_2_DannyPerez.jpg?itok=Duxa5erv,sitesdefaultfilesstyleslocationteaserpublicdiningt45restaurantatthehyattcentric2dannyperez.jpg
8,Taco Bell,1501 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Taco-Bell-exterior.jpg?itok=str1aZKP,sitesdefaultfilesstyleslocationteaserpublicdiningtacobellexterior.jpg
9,Taco Bell Cantina,840 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Taco_Bell_Cantina_1_DannyPerez.jpg?itok=dfsX4cWF,sitesdefaultfilesstyleslocationteaserpublicdiningtacobellcantina1dannyperez.jpg
10,Tender Steak & Sushi (Sanctuary Hotel),132 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dinig_TenderSteakSushi_1.jpg?itok=NWKBYZ51,sitesdefaultfilesstyleslocationteaserpublicdinigtendersteaksushi1.jpg
11,The House of Brews,363 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_The_House_Of_Brews_1_DannyPerez.jpg?itok=D__l4itd,sitesdefaultfilesstyleslocationteaserpublicdiningthehouseofbrews1dannyperez.jpg
0,The Lambs Club,132 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/LambsClub_1.jpeg?itok=h-CJQS6j,sitesdefaultfilesstyleslocationteaserpubliclambsclub1.jpeg
1,The Little Beet,135 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_LittleBeet_1.jpg?itok=Gfh2Vxbx,sitesdefaultfilesstyleslocationteaserpublicdininglittlebeet1.jpg
2,The Living Room Lounge (in W Hotel New York - Times Square),1567 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_LivingRoomLounge_1.jpg?itok=F5Ez-e5m,sitesdefaultfilesstyleslocationteaserpublicdininglivingroomlounge1.jpg
3,The Mean Fiddler,266 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_The_Mean_Fiddler_1_DannyPerez.jpg?itok=nup2amE4,sitesdefaultfilesstyleslocationteaserpublicdiningthemeanfiddler1dannyperez.jpg
4,The Perfect Pint,123 W 45th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_ThePerfectPint_1.jpg?itok=IPwqq9Qm,sitesdefaultfilesstyleslocationteaserpublicdiningtheperfectpint1.jpg
5,The Theater Buffet,305 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/restaurante-8-avenue-2%2B-%2BRiu%2BPlaza.jpg?itok=fOzPWu9Z,sitesdefaultfilesstyleslocationteaserpublicrestaurante8avenue22b2briu2bplaza.jpg
6,The View Restaurant & Lounge (at Marriott Marquis),1535 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_TheView_1.jpg?itok=9953LChE,sitesdefaultfilesstyleslocationteaserpublicdiningtheview1.jpg
7,Times Eatery,682 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Times-Eatery-exterior.jpg?itok=vB-uPCdY,sitesdefaultfilesstyleslocationteaserpublicdiningtimeseateryexterior.jpg
8,Times Square Diner & Grill,807 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Times_Square_Diner_%2526_Grill_1_DannyPerez.jpg?itok=HIBKk-gL,sitesdefaultfilesstyleslocationteaserpublicdiningtimessquarediner2526grill1dannyperez.jpg
9,Toasties,148 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Toasties_1_DannyPerez.jpg?itok=YrQs9Hz4,sitesdefaultfilesstyleslocationteaserpublicdiningtoasties1dannyperez.jpg
10,Toloache 50,251 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Toloache_1.jpg?itok=qbnmKCQx,sitesdefaultfilesstyleslocationteaserpublictoloache1.jpg
11,Tonic Restaurant & Bar,727 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Tonic_Restaurant_%2526_Bar_1_DannyPerez.jpg?itok=vCJHmZvm,sitesdefaultfilesstyleslocationteaserpublicdiningtonicrestaurant2526bar1dannyperez.jpg
0,Tony's DiNapoli,147 W 43rd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Tonys_Di_Napoli_1_DannyPerez.jpg?itok=e30HAVOS,sitesdefaultfilesstyleslocationteaserpublicdiningtonysdinapoli1dannyperez.jpg
1,Trattoria Trecolori,254 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Trattoria_Trecolori_1_DannyPerez.jpg?itok=bmY8hXOs,sitesdefaultfilesstyleslocationteaserpublicdiningtrattoriatrecolori1dannyperez.jpg
2,TSQ Brasserie,723 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_TSQ_Brasserie_1_DannyPerez.jpg?itok=RFaTXxWx,sitesdefaultfilesstyleslocationteaserpublicdiningtsqbrasserie1dannyperez.jpg
3,TSQ Taqueria (TSQ MKT),Broadway & 42nd Street,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_TSQTaqueria_1_MichaelGrimm.jpg?itok=4UKar2qI,sitesdefaultfilesstyleslocationteaserpublicdiningtsqtaqueria1michaelgrimm.jpg
4,Tuscany Pizza Cafe,709 8th Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/externals/f13a98c75bc45e5ae64279ae8ada8886.jpg?itok=_5kVCevL,sitesdefaultfilesstyleslocationteaserpublicexternalsf13a98c75bc45e5ae64279ae8ada8886.jpg
5,Uncle Tetsu's Japanese Cheesecake,135 W 41st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_UncleTetsus_close-up_MarcRoy.jpg?itok=sEJS36AT,sitesdefaultfilesstyleslocationteaserpublicdininguncletetsuscloseupmarcroy.jpg
6,Urbanspace W 52nd,152 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_UrbanspaceW52_Interior.jpg?itok=p_txk0g1,sitesdefaultfilesstyleslocationteaserpublicdiningurbanspacew52interior.jpg
7,Utsav,1185 6th Avenue,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Utsav-outdoor-seating.JPG?itok=C8aTraHl,sitesdefaultfilesstyleslocationteaserpublicdiningutsavoutdoorseating.jpg
8,Val Cafe,168 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/ValCafe_1-compressor.jpg?itok=M5qbhLlK,sitesdefaultfilesstyleslocationteaserpublicvalcafe1compressor.jpg
9,Vanguard Wine Bar,252 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Shopping_Vanguard_Wine_Bar_1_DannyPerez.jpg?itok=73b_Fngz,sitesdefaultfilesstyleslocationteaserpublicshoppingvanguardwinebar1dannyperez.jpg
10,Victor's Cafe,236 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_VictorsCafe.jpg?itok=t6WPMJzh,sitesdefaultfilesstyleslocationteaserpublicdiningvictorscafe.jpg
11,Villa Italian Kitchen,263 W 42nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Villa-Pizza-Food-Court_263-W-42nd-St.jpg?itok=kn34xlkx,sitesdefaultfilesstyleslocationteaserpublicdiningvillapizzafoodcourt263w42ndst.jpg
0,Wafels & Dinges (TSQ MKT),Broadway & 47th Street,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-WafelsDinges-1.jpg?itok=ktQ7Aq0f,sitesdefaultfilesstyleslocationteaserpublicdiningwafelsdinges1.jpg
1,West End Bar & Grill,813 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_West_End_Bar_%2526_Grill_2_DannyPerez.jpg?itok=rWkitQxQ,sitesdefaultfilesstyleslocationteaserpublicdiningwestendbar2526grill2dannyperez.jpg
2,Wolfgang's Steakhouse,250 W 41st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Wolfgangs_Steakhouse_1_DannyPerez.jpg?itok=VZK7pmUv,sitesdefaultfilesstyleslocationteaserpublicdiningwolfgangssteakhouse1dannyperez.jpg
3,XOXO NYC Bar,336 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-XOXO-bar-exterior-outdoor-dining.jpg?itok=pK1LJvFI,sitesdefaultfilesstyleslocationteaserpublicdiningxoxobarexterioroutdoordining.jpg
4,Yuri Sushi,374 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Yuri_Sushi_1_DannyPerez.jpg?itok=m2-c7a6r,sitesdefaultfilesstyleslocationteaserpublicdiningyurisushi1dannyperez.jpg
5,Z Deli-Pizzeria,803 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Z_Deli_Pizzeria_1_DannyPerez.jpg?itok=fJOdch81,sitesdefaultfilesstyleslocationteaserpublicdiningzdelipizzeria1dannyperez.jpg
6,Zaman Mediterranean Grill,683 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/2Bf4ew-m4qJneU_jkCt2JCDLoqNY9beWoohphEs9bQvEbQW-W-ejDOw5fLuus62QE0dfg6ohqmysznL6%3Dw1080-h608-p-no-v0?itok=-f9PB-h7,sitesdefaultfilesstyleslocationteaserpublic2bf4ewm4qjneujkct2jcdloqny9bewoohphes9bqvebqwwejdow5fluus62qe0dfg6ohqmysznl63dw1080h608pnov0itokf9pbh7
